28/01/2022-07:57 0125 6
28/01/2022-08:02 0118 6
28/01/2022-08:07 0116 5
28/01/2022-08:12 0111 5
28/01/2022-08:17 0104 5
28/01/2022-08:22 0094 5
28/01/2022-08:27 0090 5
28/01/2022-08:32 0088 4
28/01/2022-08:37 0086 4
28/01/2022-08:42 0081 4
28/01/2022-08:47 0077 3
28/01/2022-08:52 0070 3
28/01/2022-08:57 0067 3
28/01/2022-09:02 0065 3
28/01/2022-09:07 0065 3
28/01/2022-09:12 0062 3
28/01/2022-09:17 0058 2
28/01/2022-09:22 0058 2
28/01/2022-09:27 0057 2
28/01/2022-09:32 0058 2
28/01/2022-09:37 0055 2
28/01/2022-09:42 0055 2
28/01/2022-09:47 0055 2
28/01/2022-09:52 0051 2
28/01/2022-09:57 0048 2
28/01/2022-10:02 0047 2
28/01/2022-10:07 0049 2
28/01/2022-10:12 0046 2
28/01/2022-10:17 0044 2
28/01/2022-10:22 0045 2
28/01/2022-10:27 0045 2
28/01/2022-10:32 0042 2
28/01/2022-10:37 0039 2
28/01/2022-10:42 0037 2
28/01/2022-10:47 0036 2
28/01/2022-10:52 0035 2
28/01/2022-10:57 0036 2
28/01/2022-11:02 0038 2
28/01/2022-11:07 0040 2
28/01/2022-11:12 0040 2
28/01/2022-11:17 0040 2
28/01/2022-11:22 0037 2
28/01/2022-11:27 0037 2
28/01/2022-11:32 0037 2
28/01/2022-11:37 0036 2
28/01/2022-11:42 0034 2
28/01/2022-11:47 0034 2
28/01/2022-11:52 0032 2
28/01/2022-11:57 0032 2
28/01/2022-12:02 0031 2
28/01/2022-12:07 0032 2
28/01/2022-12:12 0030 2
28/01/2022-12:17 0029 2
28/01/2022-12:22 0025 2
28/01/2022-12:27 0026 2
28/01/2022-12:32 0026 2
28/01/2022-12:37 0025 2
28/01/2022-12:42 0025 2
28/01/2022-12:47 0024 2
28/01/2022-12:52 0029 2
28/01/2022-12:57 0028 2
28/01/2022-13:02 0027 2
28/01/2022-13:07 0030 2
28/01/2022-13:12 0028 2
28/01/2022-13:17 0028 2
28/01/2022-13:22 0029 2
28/01/2022-13:27 0028 2
28/01/2022-13:32 0027 2
28/01/2022-13:37 0030 2
28/01/2022-13:42 0028 2
28/01/2022-13:47 0031 2
28/01/2022-13:52 0034 2
28/01/2022-13:57 0038 2
28/01/2022-14:02 0038 2
28/01/2022-14:07 0038 2
28/01/2022-14:12 0042 2
28/01/2022-14:17 0043 2
28/01/2022-14:22 0045 2
28/01/2022-14:27 0044 2
28/01/2022-14:32 0045 2
28/01/2022-14:37 0048 3
28/01/2022-14:42 0050 3
28/01/2022-14:47 0049 3
28/01/2022-14:52 0048 3
28/01/2022-14:57 0044 3
28/01/2022-15:02 0043 3
28/01/2022-15:07 0042 3
28/01/2022-15:12 0043 3
28/01/2022-15:17 0043 3
28/01/2022-15:22 0045 3
28/01/2022-15:27 0046 3
28/01/2022-15:32 0047 3
28/01/2022-15:37 0045 3
28/01/2022-15:42 0046 3
28/01/2022-15:47 0046 3
28/01/2022-15:52 0049 3
28/01/2022-15:57 0051 3
28/01/2022-16:02 0049 3
28/01/2022-16:07 0049 3
28/01/2022-16:12 0047 3
28/01/2022-16:17 0047 3
28/01/2022-16:22 0049 3
28/01/2022-16:27 0053 3
28/01/2022-16:32 0054 3
28/01/2022-16:37 0058 3
28/01/2022-16:42 0059 3
28/01/2022-16:47 0064 3
28/01/2022-16:52 0069 3
28/01/2022-16:57 0069 3
28/01/2022-17:02 0074 2
28/01/2022-17:07 0075 2
28/01/2022-17:12 0079 2
28/01/2022-17:17 0080 2
28/01/2022-17:22 0081 2
28/01/2022-17:27 0082 2
28/01/2022-17:32 0084 2
28/01/2022-17:37 0085 2
28/01/2022-17:42 0096 2
28/01/2022-17:47 0096 2
28/01/2022-17:52 0101 2
28/01/2022-17:57 0108 2
28/01/2022-18:02 0108 2
28/01/2022-18:07 0112 2
28/01/2022-18:12 0116 3
28/01/2022-18:17 0117 3
28/01/2022-18:22 0117 3
28/01/2022-18:27 0122 2
28/01/2022-18:32 0122 3
28/01/2022-18:37 0126 3
28/01/2022-18:42 0126 3
28/01/2022-18:47 0128 4
28/01/2022-18:52 0128 4
28/01/2022-18:57 0128 4
28/01/2022-19:02 0135 4
28/01/2022-19:07 0139 5
28/01/2022-19:12 0142 5
28/01/2022-19:17 0144 5
28/01/2022-19:23 0144 5
28/01/2022-19:28 0143 5
28/01/2022-19:33 0144 5
28/01/2022-19:38 0146 5
